title;eng_title;id_index_num;fuss_index;language;written date;published_date;presented_date;pub_type;document_type;source_publication;source_vol;page_range;oo_series;oo_volnum;oo_fpage;oo_lpage;list_view_id_tag;label;calc_url
De eximio usu methodi interpolationum in serierum doctrina;An examination of the use of interpolating methods in the doctrine of series;555;163;Latin;1772;1772;1772;collection;article;Opuscula analytica;1;157-210;1;15;435;497;E555;555;https://scholarlycommons.pacific.edu/euler-works/555
De criteriis aequationis <em>fxx</em> + <em>gyy</em> = <em>hz<sup>2</sup></em>, utrum ea resolutionem admittat nec ne?;On the criteria of whether equation <em>fxx</em> + <em>gyy</em> = <em>hz<sup>2</sup></em> admits a resolution or not;556;70;Latin;1772;1772;1772;collection;article;Opuscula analytica;1;211-241;1;4;1;24;E556;556;https://scholarlycommons.pacific.edu/euler-works/556
De quibusdam eximiis proprietatibus circa divisores potestatum occurrentibus;;557;9;Latin;1773;1773;1773;collection;article;Opuscula analytica;1;242-295;1;4;25;64;E557;557;https://scholarlycommons.pacific.edu/euler-works/557
Proposita quacunque protressione ab unitate incipiente, quaeritur quot eius terminos a dminimum addi oporteat, ut omnes numeri producantur;;558;161;Latin;1773;1773;1773;collection;article;Opuscula analytica;1;296-309;1;4;65;75;E558;558;https://scholarlycommons.pacific.edu/euler-works/558
Nova subsidia pro resolutione formulae <em>axx</em> + 1 = <em>yy</em>;New assistance for solving the formula <em>axx</em> + 1 = <em>yy</em>;559;64;Latin;1773;1773;1773;collection;article;Opuscula analytica;1;329-344;1;4;76;90;E559;559;https://scholarlycommons.pacific.edu/euler-works/559
Miscellanea analytica;Miscellaneous analyses;560;40;Latin;1773;1773;1773;collection;article;Opuscula analytica;1;329-344;1;4;91;104;E560;560;https://scholarlycommons.pacific.edu/euler-works/560
Variae observationes circa angulos in progressione geometrica progredientes;Various observations about angles proceeding in geometric progression;561;153;Latin;1773;1773;1773;collection;article;Opuscula analytica;1;345-352;1;15;498;508;E561;561;https://scholarlycommons.pacific.edu/euler-works/561
Quomodo sinus et cosinus angulorum multiplorum per producta exprimi queant;On how sines and cosines of multiplied angles may be expressed by products;562;330;Latin;1774;1774;1774;collection;article;Opuscula analytica;1;353-363;1;15;509;521;E562;562;https://scholarlycommons.pacific.edu/euler-works/562
De ellipsi minima dato parallelogrammo rectangulo circumscribenda;On the smallest ellipse which is to circumsrcibe a given rectilinear parallelogram;563;349;Latin;1773;1773;1773;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;3-17;1;28;322;335;E563;563;https://scholarlycommons.pacific.edu/euler-works/563
Speculationes circa quasdam insignes proprietates numerorum;Speculations about certain outstanding properties of numbers;564;39;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;18-30;1;4;105;115;E564;564;https://scholarlycommons.pacific.edu/euler-works/564
De plurimis quantitatibus transcendentibus, quas nullo modo per formulas integrales exprimere licet;On highly transcendental quantities, which may not be expressed in any way by integral formulas;565;184;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;31-37;1;15;522;527;E565;565;https://scholarlycommons.pacific.edu/euler-works/565
De inductione ad plenam certitudinem evehenda;;566;35;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;38-48;1;4;116;124;E566;566;https://scholarlycommons.pacific.edu/euler-works/566
Dilucidationes de motu chordarum inaequaliter crassarum;;567;518;Latin;1774;1774;1774;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;99-132;2;11;280;306;E567;567;https://scholarlycommons.pacific.edu/euler-works/567
De motu penduli circa axem cylindricum, fulcro datae figurae incumbentem, mobilis. Remota frictione;;568;494;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;133-163;2;9;163;187;E568;568;https://scholarlycommons.pacific.edu/euler-works/568
De motu penduli circa axem cylindricum, fulcro datae figurae incumbentem, mobilis. Habita frictionis ratione;;569;495;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;164-174;2;9;188;196;E569;569;https://scholarlycommons.pacific.edu/euler-works/569
De inventione longitudinis locorum ex observata lunae distantia a quadam stella fixa cognita. Auctore L. Eulero;On finding longitude of a place by observing the distance between the moon and a known fixed star;570;637;Latin;1777;1777;1777;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;301-307;2;30;334;338;E570;570;https://scholarlycommons.pacific.edu/euler-works/570
De eclipsibus solaribus in superficie terrae per proiectionem repraesentandis. Auctore L. Eulero;;571;669;Latin;1780;1780;1780;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;303-323;2;30;339;351;E571;571;https://scholarlycommons.pacific.edu/euler-works/571
Nova methodus integrandi formulas differentiales rationales sine subsidio quantitatum imaginariarum;;572;203;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1780: II;3-47;1;18;113;155;E572;572;https://scholarlycommons.pacific.edu/euler-works/572
De duplici genesi tam epicycloidum quam hypocycloidum;;573;367;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: I;249-258;1;26;249;257;E573;573;https://scholarlycommons.pacific.edu/euler-works/573
De curvis rectificabilibus in superficie coni recti ducendis;;574;407;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: I;60-73;1;28;336;347;E574;574;https://scholarlycommons.pacific.edu/euler-works/574
De mirabilibus proprietatibus unciarum, quae in evolutione binomii ad potestatem quamcunqua evecti occurrunt;;575;134;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: I;74-111;1;15;528;568;E575;575;https://scholarlycommons.pacific.edu/euler-works/575
De oscillationibus minimis funis libere suspensi;;576;499;Latin;1774;1774;1774;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: I;157-177;2;11;307;324;E576;576;https://scholarlycommons.pacific.edu/euler-works/576
De perturbatione motus chordarum ab earum pondere oriunda;;577;522;Latin;1774;1774;1774;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: I;178-190;2;11;324;334;E577;577;https://scholarlycommons.pacific.edu/euler-works/577
De perturbatione motus planetarum et cometarum.;On the disturbance of motion concerning planets and comets;578;620;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: I;297-340;2;27;;;E578;578;https://scholarlycommons.pacific.edu/euler-works/578
Calculs sur les Ballons aérostatiques faits par le feu M. Léonard Euler, tels qu'on les a trouvés sur son ardoise, après sa mort arrivée le 7 septembre 1783;Caculations on aerostatic balloons made by the late Mr. Leonhard Euler, as they were found on his blackboard, after his death on 7 September 1783;579;;Latin, French;1783;1783;1783;journal;article;Mémoires de l'académie royale des sciences de Paris;1784;264-268;2;16;165;169;E579;579;https://scholarlycommons.pacific.edu/euler-works/579
Opuscula analytica, tomus secundus;Brief analytical works, volume 2;580;;Latin;;;;quarto;book;St. Petersburg: Imperial Academy of Sciences;1785;1-346;;;;;E580;580;https://scholarlycommons.pacific.edu/euler-works/580
Plenior explicatio circa comparationem quantitatum in formula integrali ∫<em>Z dz</em>/√(1+<em>mzz</em>+<em>nz</em><sup>4</sup>) contentarum denotante <em>Z</em> functionem quamcunque rationalem ipsius <em>zz</em>;A more complete investigation into the relationship between those quantities contained in the integral formula ∫<em>Z dz</em>/√(1+<em>mzz</em>+<em>nz</em><sup>4</sup>), where <em>Z</em> denotes a rational function of <em>zz</em>;581;281;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: II;3-22;1;21;39;56;E581;581;https://scholarlycommons.pacific.edu/euler-works/581
Uberior evolutio comparationis, quam inter arcus sectionum conicarum instituere licet;The fruitful development of a relation which may be established between the arcs of conic sections;582;346;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: II;23-44;1;21;57;77;E582;582;https://scholarlycommons.pacific.edu/euler-works/582
De numero memorabili in summatione progressionis harmonicae naturalis occurrente;;583;181;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: II;45-75;1;15;569;603;E583;583;https://scholarlycommons.pacific.edu/euler-works/583
De insignibus proprietatibus unciarum binomii ad uncias quorumvis polynomiorum extensis;;584;135;Latin;1776;1776;1776;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: II;76-89;1;15;604;620;E584;584;https://scholarlycommons.pacific.edu/euler-works/584
De effectu frictionis in motu volutorio;;585;554;Latin;1775;1775;1775;journal;article;Acta Academiae Scientiarum Imperialis Petropolitanae;1781: II;131-175;2;9;197;238;E585;585;https://scholarlycommons.pacific.edu/euler-works/585
Considerationes super theoremate Fermatiano de resolutione numerorum in numeros polygonales;Considerations about a theorem of Fermat on the resolution of numbers into polygonal numbers;586;37;Latin;1774;1774;1774;collection;article;Opuscula analytica;2;3-15;1;4;125;135;E586;586;https://scholarlycommons.pacific.edu/euler-works/586
Observation in aliquot theoremata illustrissimi de la Grange;An observation on several theorems of the illustrious de la Grange;587;235;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;16-41;1;18;156;177;E587;587;https://scholarlycommons.pacific.edu/euler-works/587
Investigatio formulae integralis ∫(<em>x</em><sup><em>m</em>-1</sup> <em>dx</em>)/(1+<em>x</em><sup><em>k</em></sup>)<sup><em>n</em></sup> casu, quo post intagrationem statuitur <em>x</em>=∞;An investigation of the integral formula ∫(<em>x</em><sup><em>m</em>-1</sup> <em>dx</em>)/(1+<em>x</em><sup><em>k</em></sup>)<sup><em>n</em></sup> in the case in which after integration it is set <em>x</em>=∞;588;227;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;42-54;1;18;178;189;E588;588;https://scholarlycommons.pacific.edu/euler-works/588
Investigatio valoris integralis ∫(<em>x</em><sup><em>m</em>-1</sup> <em>dx</em>)/(1 – 2<em>x</em><sup><em>k</em></sup>cosθ + <em>x</em><sup>2<em>k</em></sup>) a termino <em>x</em>=0 ad <em>x</em>=∞ extensi;An investigation of the value of the integral ∫(<em>x</em><sup><em>m</em>-1</sup> <em>dx</em>)/(1 – 2<em>x</em><sup><em>k</em></sup>cosθ + <em>x</em><sup>2<em>k</em></sup>), the term to be extended from <em>x</em>=0 to <em>x</em>=∞;589;228;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;55-75;1;18;190;208;E589;589;https://scholarlycommons.pacific.edu/euler-works/589
Theoremata quaedam analytica, quorum demonstratio adhuc desideratur;Certain theorems in analysis, of which a demonstration is thus far desired;590;357;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;76-90;1;21;78;90;E590;590;https://scholarlycommons.pacific.edu/euler-works/590
De relatione inter ternas pluresve quantitates instituenda;On the relation between three and more quantities which are to be instituted;591;5;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;91-101;1;4;136;145;E591;591;https://scholarlycommons.pacific.edu/euler-works/591
De resolutione fractionum transcendentium in infinitas fractiones simplices;On the resolution of transcendental fractions into infinitely many simple fractions;592;98;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;102-137;1;15;621;660;E592;592;https://scholarlycommons.pacific.edu/euler-works/592
De transformatione serierum in fractiones continuas, ubi simul haec theoria non mediocriter amplificatur;On the transformation of series into continued fractions, where at once this not mediocre theory is enlarged;593;95;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;138-177;1;15;661;700;E593;593;https://scholarlycommons.pacific.edu/euler-works/593
Methodus inveniendi formulas integrales, quae certis casibus datam inter se teneant rationem, ubi sumul methodus traditur fractiones continuas summandi;A method for finding integral formulas, for which in certain cases a given rule holds between them, where at once a method is related for summing continued fractions;594;229;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;178-216;1;18;209;243;E594;594;https://scholarlycommons.pacific.edu/euler-works/594
Summatio fractionis continuae cuius indices progressionem arithmeticam constituunt dum numeratores omnes sunt unitates ubi simul resolutio aequationis Riccatianae per huiusmodi fractiones docetur;;595;96;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;217-239;1;23;174;194;E595;595;https://scholarlycommons.pacific.edu/euler-works/595
De summa seriei ex numeris primis formatae 1/3 – 1/5 + 1/7 + 1/11 – 1/13 – 1/17 + 1/19 + 1/23 – 1/29 + 1/31 etc. ubi numeri primi formae 4<em>n</em>–1 habent signum positivum, formae autem 4<em>n</em>+1 signum negativum;On the sum of the series of numbers of the form 1/3 – 1/5 + 1/7 + 1/11 – 1/13 – 1/17 + 1/19 + 1/23 – 1/29 + 1/31 etc. in which the prime numbers of the form 4<em>n</em>–1 have positive signs, and those of the form 4<em>n</em>+1 have negative signs;596;186;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;240-256;1;4;146;162;E596;596;https://scholarlycommons.pacific.edu/euler-works/596
De seriebus potestatum reciprocis methodo nova et facillima summandis;A new and most easy method for summing series of reciprocals of powers;597;178;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;257-274;1;15;701;722;E597;597;https://scholarlycommons.pacific.edu/euler-works/597
De insigni promotione scientiae numerorum;;598;6;Latin;1775;1775;1775;collection;article;Opuscula analytica;2;275-314;1;4;163;196;E598;598;https://scholarlycommons.pacific.edu/euler-works/598
